PM1,PM25,PM10,Temperature,NO2,CO,O3,Pollution_Scenario,Fire,Dust,Excellent,Polluted
1.075821046613944,47.1199402528552,98.68031561919308,27.182635146803083,24.554064806802458,373.45220489550854,18.92046321212279,Low Pollution,,Dust,,Polluted
1.6584258138834191,33.02989981844134,110.1447805690472,25.413596450123855,22.839491185848463,500.29773259000564,16.75434897612718,Low Pollution,,Dust,,Polluted
4.193029122101266,59.268478046225496,142.43129622317764,23.09401350390495,21.22141593865944,365.0796082286788,23.151780549891065,Low Pollution,,Dust,,Polluted
0.6441971375137168,55.52928365244463,82.21691879508249,20.9314918699179,20.04455904354127,507.9561825975238,14.818693809570473,Low Pollution,,Dust,,Polluted
4.192074645386803,46.66982291280765,87.4523998459538,28.5961986119057,32.799383728008785,549.5197568180062,20.416580529024905,Factory Pollution,,Dust,,Polluted
2.9018570445689233,62.59289930090914,113.14493817257227,24.36369502168528,29.301752792366578,373.4952221930288,24.88664207964016,Low Pollution,,Dust,,Polluted
4.087341730701242,61.61657559445815,139.11592082312603,23.1652961204488,39.64462437719016,525.0946667699025,13.02133713257193,Factory Pollution,,Dust,,Polluted
3.0063828824285075,51.76553023813966,125.1560522742001,26.278260697534446,29.19767572993676,412.5275155710427,14.209733638173692,Low Pollution,,Dust,,Polluted
4.361172547771658,31.785230240198047,112.03156877307916,22.857254277577805,38.35075340464809,549.9763969224374,14.573207441733977,Low Pollution,,Dust,,Polluted
4.134894208334356,56.290486586496634,101.46493574254714,26.856464998088565,28.265733857808446,487.12992301799966,24.4808691172844,Low Pollution,,Dust,,Polluted
4.088332645246274,59.97082767483991,85.00597888677628,24.759550171057057,36.15201494486962,424.25346899295613,13.091905709642017,Factory Pollution,,Dust,,Polluted
4.00318058111621,60.47297969990415,147.92585592934662,22.981127464407336,28.257602450896293,313.45609681009205,18.63844961425918,Low Pollution,,Dust,,Polluted
3.899556363367118,32.4070802495979,97.52994351721748,24.241061404967642,30.502418694465568,357.8163926793054,22.45599895931612,Low Pollution,,Dust,,Polluted
1.1777803309646444,60.20172662791494,131.5932307588879,25.914368457198243,39.18268395108853,481.9515060791023,16.787731833006482,Factory Pollution,,Dust,,Polluted
3.782792584034225,39.375623856199724,134.81697197932016,29.58039816070479,21.629362714701376,363.4643849281606,24.982746828636525,Low Pollution,,Dust,,Polluted
4.812791942415841,67.5703692550598,121.14318689619844,24.66330498686463,21.97851183271297,481.69525266659696,18.717746222313732,Low Pollution,,Dust,,Polluted
4.812726136117554,46.434111685424526,131.06449317181466,26.015138054294276,26.78853735596175,528.8461707881274,10.657185200125582,Low Pollution,,Dust,,Polluted
2.477932500609587,43.72658321470429,108.52817022959863,26.57953133335676,37.46013376812827,307.46244246240195,21.8792179581055,Low Pollution,,Dust,,Polluted
